word,frequency
afoul,0.000161472801
alder,0.000236740684
aspen,0.000289767829
awash,0.000025995653
airer,0.000001134381
aster,0.000169893573
atria,0.000206483655
aunty,0.000030470155
axial,0.000000566045
acute,0.001874526418
aired,0.000012587043
alive,0.000352596482
arose,0.000026169821
alien,0.004602122074
azine,0.000014102988
awing,0.000000814692
adust,0.000007342537
alkyl,0.000749547253
amain,0.000053420168
amply,0.000932097766
ascot,0.000018242905
agene,0.000001223756
arrow,0.000854502683
audio,0.000847773170
aloin,0.000009445152
axial,0.002039466528
agile,0.000000199376
algal,0.000039935932
allyl,0.000054018296
avoid,0.001842934486
aglow,0.000191598059
amort,0.000007740144
atopy,0.000041998443
aglow,0.000010580679
aisle,0.000000066459
alien,0.000000700108
amine,0.000677410948
aspen,0.000000083646
awing,0.000015922581
abuzz,0.000000758546
alibi,0.000040768958
alter,0.000418262233
amide,0.000038069360
apply,0.001620916689
abaci,0.000012870066
apeak,0.000017139462
ascus,0.000000057292
augur,0.000108525865
avert,0.000765553480
abeam,0.000002716785
ampul,0.000001002609
angry,0.000353787009
arose,0.000000137501
azure,0.000000379273
abhor,0.000250188253
aegis,0.000301760182
amble,0.000075010069
annoy,0.000006008781
await,0.000028556604
agaze,0.000001698134
alpha,0.002336018871
astir,0.000108333364
aurae,0.000006212740
aboil,0.000000349481
alien,0.000551514162
anura,0.000021890111
awful,0.000000325418
argot,0.000082189898
axons,0.000709346632
auric,0.000031453285
abyss,0.001013688389
adieu,0.000299728609
assai,0.000056979144
agree,0.000339983085
aisle,0.000037911235
askew,0.000098143416
atoms,0.000000077917
ahead,0.015889482346
annal,0.000010184219
apian,0.000005415236
atoll,0.000146495537
azide,0.000133439846
adage,0.000005944614
aloin,0.000005494299
acing,0.000008757649
aerie,0.000029909840
avant,0.000982782815
align,0.000197398297
among,0.015391044600
auger,0.000229650232
acorn,0.000282856127
agate,0.000200854147
annex,0.000000860525
affix,0.000018910930
asked,0.000610739151
autos,0.000066748569
award,0.002634135284
axons,0.000039711348
alder,0.000000053854
algid,0.000004758670
alive,0.012583805101
admit,0.000154315890
axers,0.000000069896
asset,0.004890700522
apsis,0.000001243235
areas,0.001774966744
awake,0.000232577851
aloes,0.000093861415
amnia,0.000000418231
atune,0.000001719905
amigo,0.000042638967
anvil,0.000103493339
amour,0.000001592716
abyss,0.000000228022
allay,0.000416823059
amiss,0.000008437960
angst,0.000000348335
alone,0.048224095387
amity,0.000245897085
amuck,0.000051695680
aught,0.000691212581
alike,0.000095729133
arger,0.000004394293
after,0.239190660338
apses,0.000046432841
agave,0.000094813608
aider,0.000006734097
aleph,0.000058323214
assay,0.000000321981
acold,0.000001865426
among,0.101368742697
amino,0.000624034323
arras,0.000075911845
agape,0.000086321794
anger,0.000803238985
aspen,0.000000208543
atoms,0.000303899464
asker,0.000008392126
abate,0.000065363249
amaze,0.000007805456
amour,0.000231038989
arsis,0.000003334392
aster,0.000000120313
abler,0.000098769044
aboil,0.000003664394
agile,0.000441622456
aitch,0.000005784196
amide,0.000000280731
arris,0.000014384865
assay,0.002066436144
abort,0.000046735342
amber,0.000670367475
areas,0.000000560315
arhat,0.000000051563
agave,0.000077010705
ailed,0.000085597623
ameba,0.000050248485
anode,0.000000284168
areal,0.000197313504
aloes,0.000030929637
amain,0.000008146916
aunts,0.000040474477
amour,0.000364930295
aided,0.000265212496
auxin,0.000019118326
axles,0.000018254364
algin,0.000008294730
agony,0.000112033279
aging,0.000000145522
agios,0.000014383719
again,0.125282611204
aping,0.000067805033
arras,0.000000090521
amide,0.000000145522
ankle,0.000165359488
axial,0.000346168325
aroma,0.000779271467
actor,0.000001090839
adore,0.000025344817
apish,0.000001518237
aline,0.000016199874
awned,0.000058390818
again,0.012100564620
aorta,0.000094157042
attar,0.000045409606
axing,0.000001250111
admix,0.000005655862
arhat,0.000016278937
afire,0.000008098791
agate,0.000100006551
argue,0.000053769649
aroma,0.000041832296
abrin,0.000007628997
abort,0.000321886847
amiss,0.000582803592
anvil,0.000375109930
aides,0.000091660258
argon,0.000141866347
agios,0.000001922718
aimer,0.000015283203
ambit,0.000002912723
angle,0.000893386735
arson,0.000073085060
acids,0.000749150793
altar,0.000003104078
amuse,0.000884000021
arsis,0.000000044688
azote,0.000004023041
allow,0.000000074480
atlas,0.000531567394
appal,0.000005703987
acted,0.007678315233
amigo,0.000122580728
avail,0.000000441148
avers,0.000014031946
acrid,0.000012063395
adieu,0.000268679805
areal,0.000032987564
atone,0.000012227250
ardor,0.000606920069
anise,0.000050184318
adorn,0.000000065313
after,0.000000446877
allyl,0.000165649385
anted,0.000027306493
auxil,0.000002139282
adapt,0.000071045466
arhat,0.000021495943
atopy,0.000008651086
aimer,0.000041582503
apsis,0.000008348584
alias,0.000134900791
antic,0.000021539485
aptly,0.000010993181
azine,0.000002418866
alary,0.000016633001
ament,0.000028974835
amigo,0.000000158126
avows,0.000000399898
acids,0.008641450345
antra,0.000016294979
amber,0.000000767712
anion,0.000078047689
axiom,0.000776805621
aloha,0.000119414775
armor,0.000203498744
atlas,0.001603172224
annum,0.000000103126
arsis,0.000017698632
acute,0.000000757400
agate,0.000000215418
abase,0.000048236391
aspic,0.000054739029
aphis,0.000048338371
atilt,0.000000908650
abeam,0.000050329840
armed,0.009640635848
abbas,0.000336806819
acres,0.000503401521
avant,0.000197087774
adorn,0.000576675644
agape,0.000220320809
async,0.000009395881
armor,0.002043161859
agave,0.000000081355
avian,0.000000055000
amity,0.000114349020
attic,0.000000294481
algal,0.000280895597
above,0.000000220001
awful,0.004723539775
argot,0.000011202870
amide,0.000382777886
apnea,0.000418381401
amuck,0.000002777514
abbas,0.000000044688
anile,0.000004522627
apple,0.004221493782
aural,0.000046030651
adept,0.000000061875
aided,0.002972003150
abbas,0.000000810108
argue,0.000000096250
arced,0.000000595836
arger,0.000005206693
agers,0.000032387144
adobe,0.000613792812
abbot,0.000769976420
armer,0.000016804877
aline,0.000183000827
about,0.000000638232
adept,0.000000114584
annal,0.000033835485
attic,0.000511477395
abyss,0.000108468573
awful,0.000127197314
agave,0.000000084792
ameba,0.000010995473
aback,0.000001360111
atone,0.000355290350
antra,0.000003128141
apple,0.002296268564
aloes,0.000000028646
amber,0.000000662295
adios,0.000053411001
agaze,0.000000122605
along,0.000000134063
aquae,0.000038894365
asdic,0.000006616075
abets,0.000000617607
abler,0.000010407657
adust,0.000000489273
atman,0.000000115730
abuts,0.000000598128
afoot,0.000407837389
abbey,0.000694133325
angst,0.000148325443
atony,0.000067460135
auric,0.000031923079
arbor,0.000000144376
atone,0.000000378127
axing,0.000010255261
arbor,0.000319583710
alive,0.000004518044
added,0.040870326493
abrin,0.000002770639
auxil,0.000000815837
acres,0.009056806730
adopt,0.006035860205
atria,0.000021537193
aster,0.000000087084
aunts,0.000680617006
aurar,0.000001213444
argon,0.000000319689
agate,0.000000199376
adieu,0.000000845629
abuts,0.000064305640
axles,0.000234188901
attic,0.001180727677
acing,0.000001328028
amply,0.000005732633
alert,0.004103185888
arced,0.000056583830
amend,0.000000166147
adult,0.015397151923
alarm,0.004614377969
aerie,0.000015232786
arena,0.000431005111
aired,0.000496875967
anent,0.000008065562
astir,0.000004213251
acned,0.000002439492
aleph,0.000031390264
amass,0.000003545226
ashes,0.000195012659
aimed,0.000046385861
annul,0.000000139792
atopy,0.000000115730
aught,0.000000179897
anent,0.000000077917
ative,0.000049360460
aloft,0.000000593545
assai,0.000000121459
avail,0.002137087442
asked,0.081285011187
alias,0.000013981530
alley,0.000625012869
align,0.000808406719
abaci,0.000004145646
audio,0.000000757400
aroma,0.000000192501
apian,0.000009682341
adore,0.000705700572
azusa,0.000000269272
avant,0.000000276147
aphid,0.000025084711
aegis,0.000040654374
alack,0.000060652705
alate,0.000021030732
adopt,0.000000303647
aloha,0.000000590107
azusa,0.000056557475
aphid,0.000171793375
await,0.001754707162
alias,0.000001206569
acids,0.000000414794
aside,0.013031053628
audio,0.002743998344
aunts,0.000000066459
angst,0.000071406405
augur,0.000044772520
abbot,0.000000434273
acerb,0.000000142084
aurae,0.000000469794
aport,0.000005255964
areas,0.044864254325
aitch,0.000002885223
angry,0.000000678337
auras,0.000008372647
ardor,0.000000071042
attis,0.000076666953
aping,0.000000076771
agree,0.000000060729
amend,0.000000134063
algae,0.000166736786
amuse,0.000000042396
anise,0.000000088230
alloy,0.000001141256
angle,0.015375511604
about,0.000000081355
amigo,0.000000742504
apply,0.000000079063
agape,0.000000409065
annex,0.000005791071
aback,0.000000354064
abort,0.000000114584
adzes,0.000004142209
alate,0.000004493981
amort,0.000024805126
allow,0.026781575085
attis,0.000000305939
anion,0.000000283022
adieu,0.000000854796
alert,0.000002833660
apeak,0.000000460627
atune,0.000000064167
allot,0.000000126042
along,0.003491129022
axial,0.000000072188
album,0.002208265825
array,0.000000216564
arbor,0.000000195938
aurar,0.000000261251
aegis,0.000000085938
alway,0.000010095989
above,0.088987441752
abaft,0.000003877520
amine,0.000000095105
afire,0.000000263543
added,0.000000101980
adder,0.000000104271
atilt,0.000004519190
auger,0.000000090521
ative,0.000000119167
adoze,0.000000214272
avert,0.000000035521
amino,0.000000105417
arose,0.006561185067
aptly,0.000801190224
above,0.004210926853
apnea,0.000000148959
aware,0.000000279585
abide,0.000000396460
adult,0.000002197720
atlas,0.000000397606
abbot,0.000000199376
alert,0.000000100834
algal,0.000000190209
aleph,0.000000112292
aline,0.000000065313
anion,0.000000319689
abase,0.000002695014
angry,0.010211630421
apart,0.015238894346
ating,0.000000393023
aunty,0.000000497294
aspic,0.000017568006
adapt,0.002831014516
amaze,0.000000105417
ample,0.003847317710
among,0.000000055000
agers,0.000186124385
abysm,0.000000673753
arrow,0.000001561779
ailed,0.000000080209
ampul,0.000010545158
acorn,0.000000268126
alter,0.005665537591
arise,0.000000844483
abhor,0.000000368960
ashes,0.000000113438
acute,0.011468044213
aegis,0.000000048125
aloha,0.000000359793
axman,0.000005457632
angel,0.002813817762
autos,0.000000136355
agone,0.000000093959
agone,0.000003427205
aides,0.001023020104
armed,0.001610810388
actor,0.005680395688
anger,0.010859357260
avoid,0.000000042396
aping,0.000005883884
apish,0.000016823211
aglow,0.000000154688
attar,0.000000123751
atman,0.000000247501
alike,0.007314177859
abort,0.000000489273
about,0.013243324917
ached,0.000716396980
acock,0.000008436814
axiom,0.000001000318
asdic,0.000006082114
adage,0.000000064167
align,0.000000280731
audit,0.000000724170
afoot,0.000000087084
adapt,0.000000056146
aorta,0.000000124896
auger,0.000000171876
affix,0.000000100834
anile,0.000001699279
azote,0.000000075625
avoid,0.000012202041
aloud,0.003859094645
amuse,0.000000158126
agree,0.015451291678
arena,0.002548883705
aches,0.000471581567
admit,0.009792743705
augur,0.000000065313
awake,0.004093138024
alway,0.000000057292
areal,0.000000096250
ankle,0.000000138647
aloof,0.000000485836
airer,0.000000276147
alter,0.000000507607
avows,0.000053914024
alpha,0.000002228657
abode,0.000000538544
among,0.000000347189
album,0.000001111464
agile,0.000000182188
angst,0.000000229168
assay,0.000000670316
amort,0.000000045834
asked,0.000000072188
alibi,0.000000342606
award,0.004200276278
amnia,0.000000305939
auxin,0.000000093959
after,0.000000100834
aphid,0.000000065313
align,0.000000178751
anger,0.000001408236
aroma,0.000000166147
axman,0.000002841681
affix,0.000000249793
amuck,0.000000148959
adore,0.000000136355
awned,0.000002002927
apron,0.000000780316
avian,0.000000069896
algae,0.000000550003
apace,0.000000126042
aside,0.001668473598
added,0.000000264689
apses,0.000001522820
anent,0.000000297918
ashen,0.000000063021
arras,0.000000110001
afore,0.000000323127
ative,0.000000123751
aleph,0.000000134063
abate,0.000000066459
aimed,0.005473437655
amine,0.000000623337
agape,0.000000641670
anvil,0.000000670316
arrow,0.000001324590
array,0.000001315423
abate,0.000000057292
angle,0.000004302626
abysm,0.000013713403
apart,0.002047190630
argon,0.000000074480
alike,0.000000359793
apnea,0.000000066459
adore,0.000000394169
axiom,0.000000459482
agent,0.000000075625
aloud,0.000000804379
amiss,0.000000638232
annoy,0.000000209689
award,0.000004293459
antic,0.000084436888
abbey,0.000000214272
awoke,0.001654897695
abode,0.000000061875
alkyl,0.000000107709
allow,0.000000816983
angle,0.000000066459
armor,0.000000261251
admix,0.000000725316
ahead,0.000003509705
atoll,0.000000135209
arena,0.000000580940
alloy,0.000000790629
adobe,0.000636356677
awake,0.000001189381
aural,0.000000143230
addle,0.000000084792
argot,0.000000040104
avant,0.000000097396
argot,0.000000066459
again,0.000000215418
ankle,0.000000238335
acorn,0.000000462919
adobe,0.000000303647
azure,0.000001042714
amino,0.000000218855
argue,0.008349479067
adder,0.000000098542
axers,0.000000229168
auxin,0.000000097396
admit,0.000000223439
altar,0.000000725316
acids,0.000000052709
agony,0.002360277432
angel,0.004307052446
alarm,0.000000892609
aorta,0.000000420523
aspic,0.000000055000
abbey,0.000002562096
agree,0.000003005536
amass,0.000177656634
ashes,0.000000168438
atoms,0.006926155467
alpha,0.000002175949
aider,0.000000087084
aware,0.019236646989
areas,0.000000105417
autos,0.000268383033
apron,0.000000247501
aimer,0.000000185626
afoot,0.000000206251
alibi,0.000378101716
auras,0.000000258960
adios,0.000000166147
anvil,0.000000407919
beman,0.000036481227
bombe,0.000013283713
brief,0.001702527938
bunch,0.000000186772
balas,0.000007752748
balsa,0.000080979891
beaux,0.000000340314
boite,0.000011825060
bread,0.011635595691
belly,0.000176867150
boggs,0.000301848412
brace,0.001380974530
built,0.001129529292
belie,0.000173356299
bites,0.001039645084
bloom,0.002252775947
bogey,0.000102892920
bolts,0.001674685192
brier,0.000000064167
brill,0.000011218911
broom,0.000854257474
busty,0.000017290713
buxom,0.000131483899
bites,0.000087091798
blaze,0.000154784538
bleat,0.000003697623
bogus,0.000040856041
bourn,0.000034543613
brave,0.000495441376
began,0.070220310382
blurs,0.000000128334
bulks,0.000042853239
baked,0.000000074480
basic,0.005925667145
bough,0.000137082469
bound,0.000807820050
boxer,0.000379964851
boyar,0.000024697417
break,0.000960890412
brown,0.000000063021
balmy,0.000261770395
beady,0.000000058438
brist,0.000002656055
baboo,0.000009676612
bayou,0.000338524432
bless,0.000000221147
brass,0.000748049641
bread,0.001336721076
brook,0.001277924630
bubby,0.000000168438
bumpy,0.000018513323
buoys,0.000014588824
berth,0.000552771147
block,0.000000089375
bombe,0.000000112292
brags,0.000060479683
bucer,0.000000066459
busts,0.000305496764
boron,0.000203333743
broom,0.000217019646
beget,0.000292304717
bight,0.000076031012
blocs,0.000000262397
bolas,0.000017464881
bourg,0.000019568641
burle,0.000001511362
bifid,0.000007799727
birth,0.002692286622
boots,0.000361680695
brill,0.000551313640
badge,0.001012177028
balks,0.000000065313
basil,0.000538450449
blues,0.001914879435
brine,0.000673219469
bunts,0.000016148311
baths,0.000265437080
bergs,0.000009463486
bided,0.000000606149
boomy,0.000001444903
bouts,0.000031146200
brown,0.019036093051
bunko,0.000020944794
bilge,0.000127176689
biter,0.000034222778
bleat,0.000078274565
blocs,0.000271558153
bombe,0.000022249905
bourn,0.000027885142
braid,0.000567170908
bytes,0.000000060729
badge,0.000186800430
beard,0.000887345871
bloom,0.001392782403
boost,0.000090386085
brisk,0.000053861316
bayed,0.000033956944
blurb,0.000069208686
books,0.039047122212
brake,0.001799093534
brats,0.000104546366
beige,0.000101993436
bends,0.000053061520
bider,0.000003296579
blood,0.005198978237
borne,0.000312079610
brand,0.001420740878
broun,0.000109385244
bwana,0.000047823889
blent,0.000047967119
bourn,0.000000123751
bowed,0.003086299461
broun,0.000004774712
below,0.002543575032
brant,0.000382123612
bravo,0.000507902377
bride,0.000725639319
baths,0.000000152397
bluff,0.001129760751
brant,0.000040595936
baric,0.000005925134
beeps,0.000002524284
beset,0.000036480082
bulge,0.000105412620
bulla,0.000047139823
barer,0.000012667252
berry,0.000672792071
block,0.015889347137
bract,0.000112908700
bravo,0.000078290607
broil,0.000145830951
bulgy,0.000013093504
baron,0.002969531575
beaus,0.000004827420
belie,0.000007848998
blurb,0.000005907947
bucer,0.000090044625
banns,0.000078848631
beaks,0.000258824443
beams,0.003158177952
blitz,0.000131364731
borer,0.000202648532
bylaw,0.000057744565
basin,0.002271810627
blots,0.000012105791
blush,0.000049935671
boats,0.000355190662
borax,0.000110862231
bosom,0.000051590263
bromo,0.000047509929
boney,0.000015445912
bossy,0.000124612301
bowel,0.002371861866
bubby,0.000002031573
burse,0.000006061489
berth,0.000036511019
bigot,0.000067462427
bonze,0.000006336491
burly,0.000020068227
boffo,0.000004762108
boyer,0.000001730217
brava,0.000000151251
brood,0.001027823461
biddy,0.000165667718
barns,0.000693347280
befog,0.000011318599
borax,0.000247390114
bruit,0.000118706646
baits,0.000152358796
beaux,0.000163236248
betel,0.000139472689
bifid,0.000103141567
bingo,0.000168311169
bulbs,0.001218988393
bylot,0.000000145522
bandy,0.000064865955
beret,0.000060860101
bipod,0.000000959067
bumps,0.000000300210
bikes,0.000451249797
botch,0.000047583263
brawn,0.000110417645
brier,0.000066576693
barbe,0.000091369215
barns,0.000088448471
baron,0.000002428033
blown,0.000096471637
boule,0.000070778485
bathe,0.000757115521
blent,0.000000057292
bolus,0.000369490735
bulge,0.000554735116
burgh,0.000089967854
barny,0.000016387792
begun,0.000159191435
boils,0.000030945678
booky,0.000003280538
bourg,0.000082175002
braze,0.000007352850
bijou,0.000014675908
blued,0.000036171851
blume,0.000003949708
blurt,0.000102229479
bower,0.000356362856
bumps,0.000522747869
bytes,0.001329577914
basis,0.001210817414
bents,0.000016462271
blind,0.001162674981
bolas,0.000007913165
boney,0.000048499934
bonny,0.000000138647
borer,0.000047436596
besot,0.000002602201
bezel,0.000044403559
black,0.061833209978
burin,0.000043199282
burns,0.002135120036
binge,0.000049699628
barks,0.000000079063
beech,0.000518607953
binds,0.001451441347
bouse,0.000105216681
blume,0.000171233059
bodes,0.000005716592
braid,0.000089580560
banjo,0.000333929617
bedew,0.000010879743
biota,0.000136124547
boors,0.000040677290
bugle,0.000341592989
baton,0.000851651835
bayou,0.000000185626
bingo,0.000221035813
bursa,0.000066436901
beers,0.000483649545
belle,0.000402473716
bests,0.000018873117
betas,0.000063670845
bunco,0.000014805388
bitsy,0.000054177567
blurt,0.000008175562
boozy,0.000002739701
bused,0.000001675217
baton,0.000330897726
booms,0.000296522551
boric,0.000256575160
boule,0.000041613441
buggy,0.000000486982
boson,0.000016270916
brand,0.000002337512
broke,0.000186515116
burgh,0.000117606640
bylot,0.000005875863
baker,0.000632581137
befit,0.000060276869
beige,0.000403522158
bhang,0.000012627148
blyth,0.000003379080
brute,0.001319751198
budge,0.000152358796
basal,0.000001266152
besom,0.000027422223
biota,0.000021081149
birse,0.000005181485
bless,0.000599948783
boned,0.000008908900
bract,0.000015663621
bebop,0.000084432305
belay,0.000073294748
bleed,0.000883360643
boron,0.000617963667
bushy,0.000531412705
barge,0.000157112883
beale,0.000429682812
beamy,0.000001034693
bedew,0.000001034693
bucko,0.000000159272
budge,0.000000205105
bulks,0.000001778342
bagel,0.000117209034
barge,0.000880502920
begot,0.000164118544
blimp,0.000057908420
bluer,0.000082902610
boned,0.000275363485
brake,0.000279756632
bedim,0.000003923353
bowls,0.000000224584
breed,0.002889139499
brine,0.000000050417
bleak,0.000123284273
bluer,0.000004793045
beats,0.002050089603
bless,0.002650015469
bowie,0.000064660850
bowls,0.001417421382
build,0.017557384170
belay,0.000020354687
biome,0.000013627465
blunt,0.000405487273
boors,0.000008857337
botan,0.000032863813
brood,0.000062512402
burps,0.000001025526
baggy,0.000292034299
birth,0.020022181613
bolos,0.000005802530
brute,0.000137386116
butty,0.000003202620
below,0.045311534935
boost,0.001280315997
broth,0.001398741912
beaks,0.000011301412
blink,0.000052442767
bongo,0.000000226876
buteo,0.000040641769
barbe,0.000016496646
brava,0.000012797878
brays,0.000013833716
bight,0.000173878802
binds,0.000047296803
bowel,0.000167607624
burst,0.000121704161
buzzy,0.000029858277
bales,0.000627399652
brigs,0.000062800007
briny,0.000071795990
baize,0.000005932009
betel,0.000017191025
bonne,0.000112800991
brain,0.002798360391
brink,0.000239480386
beeps,0.000000349481
bursa,0.000000177605
baulk,0.000001290215
beame,0.000031059116
blest,0.000116212154
brail,0.000006799410
bicep,0.000038562071
bagel,0.000039431763
befit,0.000001444903
bison,0.000168949402
bucks,0.000375560245
baboo,0.000001933031
backs,0.003041230169
belge,0.000022466469
bitty,0.000050259943
bluff,0.000001986885
bogle,0.000007222224
botel,0.000010263281
bough,0.000364477689
bloat,0.000012612252
boite,0.000011128390
brier,0.000063152926
berto,0.000003179704
broil,0.000070361400
bugle,0.000087687634
bulbs,0.000082651671
bully,0.000135940067
bloke,0.000130847958
bound,0.019121319423
bruit,0.000000156980
bicep,0.000002990640
blame,0.000202920095
bogey,0.000000091667
briar,0.000124596259
buret,0.000010673492
burin,0.000015754143
bawdy,0.000193232025
beryl,0.000103676674
buyer,0.004638890907
blast,0.000276681200
build,0.000873732156
bores,0.000249763146
bwana,0.000014237052
bijou,0.000083926990
bolus,0.000037649983
boost,0.000000190209
butch,0.000380514854
bater,0.000014386011
biddy,0.000022044800
bunko,0.000013016733
bebop,0.000000183334
belle,0.001833461833
berto,0.000027293889
bonds,0.001411718541
bowie,0.000000154688
bring,0.002195320134
bayly,0.000000766566
berne,0.000004326689
bilge,0.000000057292
boxer,0.000382187779
buffs,0.000134589123
begin,0.001456471581
built,0.000000423960
burse,0.000006960973
beame,0.000008805774
bluey,0.000005188360
brown,0.000000057292
begat,0.000003707936
berne,0.000501775575
blyth,0.000128096798
befoh,0.000001234069
biome,0.000061306979
bogie,0.000031022450
brush,0.005598249332
bells,0.000463565277
brava,0.000050761821
bravo,0.000000800942
brawn,0.000026030028
bides,0.000029254420
blank,0.005691290326
boggy,0.000116609760
bongo,0.000034797990
beets,0.000110433687
blimp,0.000000168438
bands,0.006352250462
bandy,0.000078815401
bider,0.000001668342
bosun,0.000049570148
butyl,0.000440029740
bluff,0.000606853610
boxed,0.000040412602
brill,0.000000087084
beret,0.000128924094
brain,0.021861685456
bulbs,0.000000138647
burry,0.000005538987
banjo,0.000103725945
being,0.007800281792
birch,0.000813156223
blanc,0.000657697931
batty,0.000000281876
beaus,0.000020234374
blend,0.002489829446
bucks,0.000892235167
beams,0.000247588344
blond,0.000106318979
blued,0.000016133415
brows,0.000015416120
basic,0.033012828368
beats,0.000001104589
bliss,0.000904854294
baste,0.000123867506
boggs,0.000000969380
bacon,0.003120228905
badly,0.000092429116
bucko,0.000010894639
based,0.067764036836
bigot,0.000118053518
blest,0.000000098542
boart,0.000000954484
built,0.032834433814
bacon,0.000001284486
bides,0.000007389517
bribe,0.000020433750
broth,0.000135437044
butyl,0.000144484590
broad,0.018973876276
beady,0.000013012150
bluet,0.000011325474
bluey,0.000010597866
berry,0.000000781462
bills,0.006465919999
bogie,0.000045168980
beads,0.002347253824
beall,0.000001501049
brunt,0.000402985906
bully,0.000729199441
bored,0.000074048710
buyer,0.000000640524
byway,0.000053862462
balsa,0.000020236666
bench,0.000670570289
baron,0.000711216641
biked,0.000014447886
bolet,0.000000480107
braze,0.000028381290
banjo,0.000000922401
bases,0.000475577108
beery,0.000076095179
biped,0.000006410970
bonus,0.000309472825
bowie,0.000493957515
baser,0.000170461909
blush,0.001146067188
balms,0.000002125532
bathe,0.000055730180
bezel,0.000006186386
boxer,0.000001134381
basin,0.003490206621
brews,0.000076248721
blend,0.000368661148
beaux,0.000000046979
bilge,0.000023969810
bogie,0.000000132917
